train_loss,test1_loss,test2_loss,train_micro,train_macro,test1_micro,test1_macro,test2_micro,test2_macro
 0.5735014677,  0.4915782809,  1.0549043417,  0.74997115,  0.75725001,  0.73375189,  0.74166054,  0.45905536,  0.46368891
 0.4213441908,  0.4286440015,  0.9902327657,  0.81179196,  0.81708658,  0.79604739,  0.80202174,  0.56263286,  0.56614798
 0.3969193995,  0.4004724026,  0.7011087537,  0.84514809,  0.84749269,  0.83194798,  0.83493263,  0.63364196,  0.63668478
 0.3844093084,  0.3895693719,  0.7701587677,  0.84246469,  0.84522891,  0.82920682,  0.83258224,  0.61966354,  0.62180841
 0.3720123470,  0.3868160546,  0.7491471171,  0.84529024,  0.84779143,  0.83199221,  0.83512181,  0.62542784,  0.62788361
 0.3713499606,  0.3844519854,  0.7362326384,  0.84599662,  0.84842986,  0.83274382,  0.83580345,  0.62834603,  0.63096112
 0.3673750460,  0.3866306841,  0.7396584153,  0.84616989,  0.84858632,  0.83296490,  0.83600354,  0.62960696,  0.63226587
 0.3709862232,  0.3829969466,  0.7386320233,  0.84603661,  0.84846604,  0.83274382,  0.83580345,  0.62805778,  0.63064963
 0.3675019145,  0.3832999468,  0.7365031838,  0.84604549,  0.84847432,  0.83274382,  0.83580345,  0.62809384,  0.63067627
 0.3665646017,  0.3828519285,  0.7476633191,  0.84583229,  0.84828186,  0.83256698,  0.83564347,  0.62539178,  0.62780994
 0.3643418849,  0.3837416172,  0.7353213429,  0.84615660,  0.84857452,  0.83296490,  0.83600354,  0.62881434,  0.63144195
 0.3691691756,  0.3842454851,  0.7314062119,  0.84623212,  0.84864259,  0.83305329,  0.83608437,  0.63003927,  0.63273180
 0.3681353927,  0.3821876943,  0.7452110648,  0.84590334,  0.84834611,  0.83265543,  0.83572352,  0.62589616,  0.62835008
 0.3637913764,  0.3840475976,  0.7358239293,  0.84621876,  0.84863067,  0.83305329,  0.83608437,  0.62967902,  0.63234556
 0.3686648309,  0.3823120892,  0.7453287244,  0.84588110,  0.84832579,  0.83261120,  0.83568352,  0.62549984,  0.62792534
 0.3652186990,  0.3825745881,  0.7423245907,  0.84602773,  0.84845823,  0.83274382,  0.83580345,  0.62730122,  0.62983871
 0.3660703301,  0.3831418455,  0.7388842702,  0.84610772,  0.84853035,  0.83287644,  0.83592343,  0.62838203,  0.63098556
 0.3658050597,  0.3829727769,  0.7385823131,  0.84609884,  0.84852237,  0.83287644,  0.83592343,  0.62816584,  0.63075471
 0.3644215465,  0.3819894791,  0.7501930594,  0.84583229,  0.84828162,  0.83256698,  0.83564347,  0.62492347,  0.62732899
 0.3673984408,  0.3819468021,  0.7500474453,  0.84582335,  0.84827363,  0.83256698,  0.83564347,  0.62488741,  0.62729126
 0.3610548377,  0.3841473758,  0.7364383936,  0.84624988,  0.84865868,  0.83305329,  0.83608437,  0.63007528,  0.63276732
 0.3696656227,  0.3820067346,  0.7488505244,  0.84585893,  0.84830564,  0.83261120,  0.83568352,  0.62524766,  0.62766564
 0.3646108508,  0.3833910227,  0.7375560403,  0.84616989,  0.84858674,  0.83296490,  0.83600432,  0.62859821,  0.63121486
 0.3660126328,  0.3826858699,  0.7420608401,  0.84602773,  0.84845841,  0.83274382,  0.83580345,  0.62715709,  0.62969071
 0.3673829138,  0.3826524019,  0.7417923808,  0.84601885,  0.84845018,  0.83274382,  0.83580345,  0.62701303,  0.62953758
 0.3660433292,  0.3833319545,  0.7375109196,  0.84617436,  0.84859061,  0.83300912,  0.83604431,  0.62870628,  0.63132799
 0.3630209565,  0.3827439249,  0.7413801551,  0.84606326,  0.84849042,  0.83274382,  0.83580345,  0.62773353,  0.63029963
 0.3633869290,  0.3845833242,  0.7313162088,  0.84625876,  0.84866661,  0.83309752,  0.83612436,  0.63086790,  0.63360059
 0.3632992506,  0.3836919963,  0.7362498045,  0.84620988,  0.84862256,  0.83300912,  0.83604431,  0.62935477,  0.63200808
 0.3685534894,  0.3823728263,  0.7438585758,  0.84597445,  0.84840995,  0.83269960,  0.83576357,  0.62658066,  0.62907952
 0.3669404387,  0.3845734596,  0.7322745323,  0.84625435,  0.84866261,  0.83309752,  0.83612436,  0.63065171,  0.63337195
 0.3723747730,  0.3815931082,  0.7587607503,  0.84548575,  0.84796864,  0.83216906,  0.83528268,  0.62301403,  0.62531966
 0.3640388548,  0.3828433156,  0.7412341833,  0.84606326,  0.84849036,  0.83274382,  0.83580345,  0.62773353,  0.63029963
 0.3671102524,  0.3823437691,  0.7438188195,  0.84591222,  0.84835410,  0.83265543,  0.83572352,  0.62589616,  0.62835008
 0.3682227135,  0.3819767833,  0.7504247427,  0.84577006,  0.84822559,  0.83247858,  0.83556348,  0.62445509,  0.62683332
 0.3681270480,  0.3834276795,  0.7364997268,  0.84614325,  0.84856230,  0.83292067,  0.83596349,  0.62852615,  0.63113791
 0.3666527867,  0.3862782717,  0.7269707322,  0.84636092,  0.84875882,  0.83327436,  0.83628434,  0.63256115,  0.63539004
 0.3646702766,  0.3841902614,  0.7335224748,  0.84623653,  0.84864670,  0.83305329,  0.83608437,  0.62989515,  0.63257569
 0.3643738031,  0.3838005364,  0.7346874475,  0.84620100,  0.84861463,  0.83300912,  0.83604431,  0.62921065,  0.63185632
 0.3663187027,  0.3827131391,  0.7406907678,  0.84600109,  0.84843439,  0.83274382,  0.83580345,  0.62697697,  0.62949914
 0.3651989102,  0.3841034770,  0.7316023111,  0.84621876,  0.84863067,  0.83305329,  0.83608437,  0.62960696,  0.63226861
 0.3682747781,  0.3828724623,  0.7395952344,  0.84606773,  0.84849435,  0.83274382,  0.83580345,  0.62776959,  0.63033295
 0.3651817739,  0.3836929500,  0.7347907424,  0.84620100,  0.84861445,  0.83300912,  0.83604431,  0.62917465,  0.63181716
 0.3681358695,  0.3826248646,  0.7403799891,  0.84600109,  0.84843415,  0.83274382,  0.83580345,  0.62701303,  0.62953758
 0.3697629571,  0.3818554580,  0.7523634434,  0.84569454,  0.84815735,  0.83239013,  0.83548343,  0.62387866,  0.62622154
 0.3657123148,  0.3827332258,  0.7429406047,  0.84605438,  0.84848225,  0.83274382,  0.83580345,  0.62766147,  0.63022274
 0.3667688966,  0.3865297139,  0.7274020910,  0.84637874,  0.84877473,  0.83331859,  0.83632517,  0.63302952,  0.63588572
 0.3685446382,  0.3818775713,  0.7519086003,  0.84569454,  0.84815723,  0.83239013,  0.83548343,  0.62387866,  0.62622154
 0.3634210527,  0.3850685358,  0.7325609326,  0.84628540,  0.84869063,  0.83314174,  0.83616430,  0.63122815,  0.63398391
 0.3653410077,  0.3820262551,  0.7498979568,  0.84581894,  0.84826964,  0.83256698,  0.83564347,  0.62485141,  0.62725419
 0.3643344045,  0.3848530948,  0.7305811644,  0.84627211,  0.84867871,  0.83314174,  0.83616430,  0.63108402,  0.63382995
 0.3622249961,  0.3871163130,  0.7259152532,  0.84639204,  0.84878671,  0.83331859,  0.83632517,  0.63411033,  0.63702703
 0.3623439372,  0.3846249580,  0.7313309908,  0.84626323,  0.84867072,  0.83314174,  0.83616430,  0.63093996,  0.63367617
 0.3665654063,  0.3836956322,  0.7346578240,  0.84619659,  0.84861064,  0.83300912,  0.83604431,  0.62906653,  0.63170683
 0.3655599952,  0.3850366771,  0.7287285328,  0.84628540,  0.84869063,  0.83314174,  0.83616430,  0.63119215,  0.63394463
 0.3660410345,  0.3846997917,  0.7322267294,  0.84626323,  0.84867072,  0.83314174,  0.83616430,  0.63097596,  0.63371462
 0.3696789742,  0.3816313744,  0.7554929852,  0.84558791,  0.84806073,  0.83234590,  0.83544344,  0.62341028,  0.62573469
 0.3665133417,  0.3832390010,  0.7371633053,  0.84610772,  0.84853047,  0.83287644,  0.83592343,  0.62830997,  0.63090783
 0.3638010323,  0.3832185268,  0.7403818369,  0.84612101,  0.84854245,  0.83287644,  0.83592343,  0.62845409,  0.63106245
 0.3683966994,  0.3818732500,  0.7519741654,  0.84582335,  0.84827363,  0.83256698,  0.83564347,  0.62488741,  0.62729126
 0.3650714755,  0.3865487278,  0.7273182273,  0.84637874,  0.84877479,  0.83331859,  0.83632517,  0.63306552,  0.63592499
 0.3718435764,  0.3818920553,  0.7589736581,  0.84533912,  0.84783626,  0.83208066,  0.83520263,  0.62193322,  0.62420458
 0.3688995540,  0.3820445538,  0.7474098802,  0.84586781,  0.84831387,  0.83261120,  0.83568352,  0.62542784,  0.62784845
 0.3648554087,  0.3835809827,  0.7351741791,  0.84615660,  0.84857434,  0.83292067,  0.83596349,  0.62856215,  0.63117564
 0.3651974797,  0.3835910559,  0.7345728874,  0.84617877,  0.84859461,  0.83300912,  0.83604431,  0.62870628,  0.63132799
