train_loss,test1_loss,test2_loss,train_micro,train_macro,test1_micro,test1_macro,test2_micro,test2_macro
 0.6527538300,  0.6623713970,  0.6828348041,  0.56142098,  0.56283802,  0.56631887,  0.56724453,  0.54281801,  0.54388714
 0.5156912208,  0.5877355933,  0.7053642869,  0.68112630,  0.68367106,  0.67463964,  0.67736775,  0.56284899,  0.56291795
 0.3665197492,  0.4247979522,  0.5080305338,  0.79028016,  0.78992009,  0.78698385,  0.78677344,  0.76186186,  0.76300269
 0.1989127100,  0.0826699361,  0.1475259066,  0.98756033,  0.98754072,  0.98673624,  0.98665220,  0.96660304,  0.96690100
 0.0953436345,  0.0536977649,  0.1209867895,  0.99366909,  0.99388820,  0.99319124,  0.99341244,  0.95997405,  0.96086186
 0.0432023220,  0.0318852812,  0.0790947527,  0.99885821,  0.99886692,  0.99871784,  0.99871916,  0.97726697,  0.97753066
 0.0514174327,  0.0228451155,  0.0814737454,  0.99920028,  0.99919873,  0.99915993,  0.99917865,  0.96876466,  0.96930975
 0.0360573567,  0.0208568722,  0.0694332719,  0.99927580,  0.99927187,  0.99938101,  0.99937123,  0.97719496,  0.97772032
 0.0365381464,  0.0206100978,  0.0816803500,  0.99912924,  0.99915808,  0.99951369,  0.99954784,  0.96887273,  0.96954793
 0.0274099652,  0.0190301463,  0.0586501993,  0.99949795,  0.99948156,  0.99960208,  0.99958438,  0.98177034,  0.98219848
 0.0282357726,  0.0184895135,  0.0582150631,  0.99951130,  0.99949813,  0.99951369,  0.99949437,  0.98303133,  0.98346496
 0.0285631455,  0.0180541165,  0.0598366000,  0.99954242,  0.99953318,  0.99960208,  0.99958992,  0.98133802,  0.98179519
 0.0234342627,  0.0191956982,  0.0626896098,  0.99962234,  0.99961388,  0.99969053,  0.99967581,  0.97971684,  0.98009741
 0.0267208926,  0.0185509473,  0.0617421716,  0.99949354,  0.99947667,  0.99960208,  0.99957377,  0.98004109,  0.98040497
 0.0255862232,  0.0187769104,  0.0617931485,  0.99956906,  0.99955565,  0.99964631,  0.99963033,  0.97996902,  0.98035073
 0.0358863249,  0.0185472667,  0.0595901832,  0.99948466,  0.99948096,  0.99964631,  0.99964559,  0.98159021,  0.98208427
 0.0268873572,  0.0189740155,  0.0638777316,  0.99952906,  0.99952292,  0.99969053,  0.99967581,  0.97827578,  0.97868061
 0.0259468704,  0.0185208749,  0.0614042580,  0.99962234,  0.99961251,  0.99977893,  0.99976808,  0.97968078,  0.98011631
 0.0238510631,  0.0185789857,  0.0613934807,  0.99966234,  0.99965370,  0.99977893,  0.99976808,  0.98014915,  0.98058486
 0.0272339229,  0.0186882243,  0.0623542033,  0.99958241,  0.99957538,  0.99977893,  0.99976808,  0.97903234,  0.97947162
 0.0216943957,  0.0183631703,  0.0620345436,  0.99957347,  0.99956095,  0.99969053,  0.99967378,  0.97964478,  0.98005360
