train_loss,test1_loss,test2_loss,train_micro,train_macro,test1_micro,test1_macro,test2_micro,test2_macro
 0.6756709218,  0.6719499826,  0.6709694862,  0.59418625,  0.59456736,  0.58170485,  0.58223015,  0.56450623,  0.56543785
 0.5594373941,  0.4477520883,  0.5280910134,  0.78826314,  0.79076242,  0.77425063,  0.77728075,  0.70623624,  0.70708436
 0.3367062807,  0.3350931406,  0.9010426998,  0.86106199,  0.86344290,  0.85401011,  0.85643619,  0.66444498,  0.66661060
 0.2524754107,  0.2721626461,  0.2856273353,  0.90460092,  0.90360945,  0.90259969,  0.90152699,  0.89073026,  0.89172876
 0.1910845488,  0.1792863309,  0.5699473023,  0.94326615,  0.94374353,  0.93925190,  0.93988281,  0.79342151,  0.79554743
 0.1751582921,  0.1663558185,  0.5989642143,  0.94633609,  0.94680899,  0.94278896,  0.94330972,  0.79536694,  0.79733860
 0.1580351144,  0.1589133888,  0.4012972713,  0.95019239,  0.95046729,  0.94774073,  0.94809902,  0.84367907,  0.84572494
 0.1499397010,  0.1501109004,  0.4228471518,  0.95265812,  0.95294231,  0.95039350,  0.95070672,  0.84238207,  0.84446645
 0.1480849087,  0.1500639766,  0.4952315390,  0.95236933,  0.95264268,  0.95026088,  0.95061380,  0.82195485,  0.82391858
 0.1457601488,  0.1472793818,  0.4238506556,  0.95334673,  0.95361024,  0.95105666,  0.95137668,  0.84490401,  0.84696048
 0.1442685276,  0.1467907578,  0.4635043442,  0.95355999,  0.95384872,  0.95127773,  0.95161498,  0.83204240,  0.83408213
 0.1429843009,  0.1466348320,  0.4824325144,  0.95371103,  0.95400000,  0.95180827,  0.95215660,  0.82793528,  0.82993013
 0.1531633139,  0.1481312066,  0.5503789186,  0.95252484,  0.95280761,  0.95096827,  0.95133507,  0.80970567,  0.81164140
 0.1523977816,  0.1474784017,  0.3798729479,  0.95364881,  0.95399970,  0.95180827,  0.95219898,  0.85870230,  0.86072618
 0.1442240477,  0.1464200169,  0.4303793609,  0.95374215,  0.95400780,  0.95180827,  0.95216322,  0.84306663,  0.84514010
 0.1431553364,  0.1464255452,  0.4132966399,  0.95361328,  0.95388454,  0.95176411,  0.95211059,  0.84778613,  0.84983474
 0.1442428529,  0.1459560841,  0.4272062778,  0.95383543,  0.95411199,  0.95185250,  0.95220065,  0.84375113,  0.84581178
 0.1421059072,  0.1459314823,  0.4670363367,  0.95379543,  0.95406145,  0.95207357,  0.95240921,  0.83193427,  0.83398145
 0.1431113482,  0.1465549022,  0.4932568967,  0.95329785,  0.95355839,  0.95145458,  0.95177788,  0.82390028,  0.82588845
 0.1490352154,  0.1465122849,  0.4324199557,  0.95402646,  0.95431620,  0.95202935,  0.95239979,  0.84263426,  0.84472817
 0.1413014680,  0.1461921781,  0.4878265560,  0.95368439,  0.95395827,  0.95216197,  0.95251375,  0.82645822,  0.82847160
 0.1428437382,  0.1463964581,  0.4647505283,  0.95338225,  0.95364666,  0.95194095,  0.95227420,  0.83168209,  0.83373708
 0.1456591189,  0.1456458718,  0.4681203663,  0.95391542,  0.95418489,  0.95225042,  0.95258570,  0.83218646,  0.83424413
 0.1623091996,  0.1476438940,  0.5214761496,  0.95219606,  0.95246679,  0.95057034,  0.95091224,  0.81604642,  0.81803572
 0.1425007582,  0.1461113691,  0.4354693890,  0.95390654,  0.95418507,  0.95202935,  0.95237559,  0.84202182,  0.84408605
 0.1509710252,  0.1469198465,  0.3908858299,  0.95386207,  0.95420343,  0.95171988,  0.95210344,  0.85556799,  0.85760760
 0.1442215294,  0.1472499520,  0.5121070147,  0.95297796,  0.95323938,  0.95110089,  0.95145398,  0.81903666,  0.82102108
 0.1448591053,  0.1461644769,  0.4372671247,  0.95397758,  0.95425946,  0.95185250,  0.95220411,  0.84112114,  0.84319001
 0.1426252425,  0.1463444978,  0.4207822680,  0.95379102,  0.95406300,  0.95202935,  0.95238572,  0.84566057,  0.84772605
 0.1426610202,  0.1456194669,  0.4821164310,  0.95388430,  0.95416546,  0.95238304,  0.95272624,  0.82782722,  0.82986659
 0.1448653191,  0.1475759745,  0.5287243128,  0.95276916,  0.95304620,  0.95110089,  0.95146507,  0.81420904,  0.81621665
 0.1420927495,  0.1459024400,  0.4294860065,  0.95391095,  0.95418751,  0.95194095,  0.95229203,  0.84299457,  0.84506088
 0.1429311633,  0.1465830952,  0.4616168737,  0.95326674,  0.95352900,  0.95185250,  0.95216948,  0.83265483,  0.83470142
 0.1480778158,  0.1470859200,  0.5161274672,  0.95311570,  0.95337498,  0.95149881,  0.95181203,  0.81964910,  0.82160121
 0.1450368017,  0.1464377940,  0.4232359529,  0.95369327,  0.95395702,  0.95167565,  0.95202285,  0.84501207,  0.84705943
 0.1426934600,  0.1452170163,  0.4816505313,  0.95395535,  0.95424336,  0.95194095,  0.95229638,  0.82829559,  0.83030659
 0.1439761668,  0.1462966502,  0.4550384283,  0.95354664,  0.95380974,  0.95211780,  0.95241171,  0.83517671,  0.83723253
 0.1470537186,  0.1489345133,  0.5071710944,  0.95206720,  0.95233113,  0.95043772,  0.95077580,  0.81910866,  0.82109952
 0.1441115439,  0.1463876665,  0.4251683354,  0.95379990,  0.95407784,  0.95167565,  0.95203030,  0.84490401,  0.84695619
 0.1432892829,  0.1447810084,  0.4630741477,  0.95407975,  0.95436251,  0.95189673,  0.95222235,  0.83312315,  0.83517110
 0.1508892477,  0.1468430012,  0.3932230771,  0.95384431,  0.95418996,  0.95167565,  0.95206571,  0.85524374,  0.85728484
 0.1432481557,  0.1455757469,  0.4436014593,  0.95395535,  0.95422792,  0.95194095,  0.95228124,  0.83935583,  0.84141362
 0.1460087597,  0.1484539360,  0.5332748294,  0.95226270,  0.95252961,  0.95101249,  0.95135492,  0.81366861,  0.81561476
 0.1458743513,  0.1480182856,  0.5064718723,  0.95293355,  0.95318067,  0.95114511,  0.95146143,  0.82080197,  0.82277250
 0.1437429637,  0.1458923966,  0.4362969100,  0.95393318,  0.95421189,  0.95185250,  0.95219767,  0.84166157,  0.84372222
 0.1425366551,  0.1464930624,  0.4761920869,  0.95329338,  0.95355773,  0.95198512,  0.95232671,  0.82937640,  0.83140737
 0.1427738667,  0.1472198367,  0.4717206657,  0.95305794,  0.95330930,  0.95127773,  0.95159864,  0.82869184,  0.83073634
 0.1450498551,  0.1470894068,  0.4971439540,  0.95312905,  0.95338517,  0.95114511,  0.95147890,  0.82224303,  0.82424474
 0.1441120058,  0.1451945007,  0.4704443514,  0.95389318,  0.95417053,  0.95198512,  0.95231813,  0.83139390,  0.83346039
 0.1427619159,  0.1462821364,  0.4392473698,  0.95373768,  0.95400226,  0.95171988,  0.95205063,  0.83986020,  0.84191251
