train_loss,test1_loss,test2_loss,train_micro,train_macro,test1_micro,test1_macro,test2_micro,test2_macro
 0.3779494166,  0.2807193100,  0.9888824224,  0.89247221,  0.89751428,  0.87664694,  0.88243890,  0.62416691,  0.62824917
 0.1473764330,  0.3547059894,  1.4395335913,  0.82765251,  0.83436126,  0.82142544,  0.82862639,  0.63274127,  0.63638580
 0.0953601748,  0.0735091716,  0.4631255865,  0.97859484,  0.97890323,  0.97378194,  0.97448754,  0.81979322,  0.82408273
 0.0622477606,  0.0727176070,  0.4928950965,  0.97387218,  0.97595227,  0.96794587,  0.97047144,  0.82433259,  0.82838380
 0.0466051027,  0.0428394005,  0.4087238908,  0.99854279,  0.99852234,  0.99823147,  0.99827206,  0.81121880,  0.81577384
 0.0380248092,  0.0384306759,  0.3931547403,  0.99915588,  0.99923778,  0.99845254,  0.99859762,  0.81579423,  0.82022756
 0.0353873447,  0.0370653197,  0.4077911973,  0.99933356,  0.99939871,  0.99885046,  0.99895823,  0.80754405,  0.81216156
 0.0324628167,  0.0307057910,  0.3215756714,  0.99999553,  0.99999601,  0.99986738,  0.99987924,  0.83557302,  0.84093565
 0.0304678194,  0.0306996852,  0.3595065475,  0.99989784,  0.99990779,  0.99964631,  0.99967921,  0.82426053,  0.82942462
 0.0291976817,  0.0287368726,  0.3398703337,  0.99999553,  0.99999601,  0.99986738,  0.99987924,  0.82930434,  0.83474547
 0.0289309677,  0.0286520086,  0.3429012597,  0.99998665,  0.99998796,  0.99982315,  0.99983919,  0.82861978,  0.83402014
 0.0290677734,  0.0275526531,  0.3224337399,  1.00000000,  1.00000000,  0.99991155,  0.99991918,  0.83568108,  0.84116215
 0.0284619536,  0.0277724471,  0.3358127475,  1.00000000,  1.00000000,  0.99991155,  0.99991918,  0.83121377,  0.83670396
 0.0293710418,  0.0293301065,  0.3201908171,  0.99996448,  0.99996799,  0.99977893,  0.99979919,  0.83834708,  0.84358400
 0.0278746728,  0.0271527208,  0.3275065720,  1.00000000,  1.00000000,  0.99995577,  0.99995995,  0.83333933,  0.83889085
 0.0284012612,  0.0291792601,  0.3335652947,  0.99996448,  0.99996799,  0.99977893,  0.99979919,  0.83146596,  0.83679485
 0.0280213114,  0.0276952758,  0.3299018741,  0.99999553,  0.99999601,  0.99991155,  0.99991918,  0.83276290,  0.83824450
 0.0283345319,  0.0288532488,  0.3276988566,  0.99999112,  0.99999201,  0.99982315,  0.99983919,  0.83405989,  0.83944726
 0.0288629793,  0.0277623869,  0.3458123207,  1.00000000,  1.00000000,  0.99995577,  0.99995995,  0.82678241,  0.83235854
 0.0280656628,  0.0269911774,  0.3288293481,  1.00000000,  1.00000000,  1.00000000,  1.00000000,  0.83308715,  0.83863908
