train_loss,test1_loss,test2_loss,train_micro,train_macro,test1_micro,test1_macro,test2_micro,test2_macro
 0.5883640051,  0.5239996314,  1.0701916218,  0.74849170,  0.75585479,  0.73070121,  0.73865235,  0.43592608,  0.44045171
 0.4282356203,  0.4261801243,  0.9541359544,  0.79235935,  0.79527599,  0.77248210,  0.77586836,  0.53644127,  0.54085577
 0.3168204427,  0.2996837199,  0.6001643538,  0.90854609,  0.90503174,  0.90193653,  0.89860433,  0.67330766,  0.67672384
 0.2557083666,  0.2524248362,  0.5800778866,  0.91258007,  0.90918535,  0.90715361,  0.90416652,  0.69546419,  0.69991773
 0.2326036692,  0.2298179269,  0.6314432025,  0.92709011,  0.92524803,  0.92090368,  0.91949850,  0.68321502,  0.68691367
 0.2190299779,  0.2216730863,  0.6396234035,  0.93002230,  0.92867059,  0.92329121,  0.92239636,  0.68368340,  0.68737614
 0.2114965469,  0.2182872146,  0.7587843537,  0.93430066,  0.93599159,  0.92700505,  0.92924112,  0.65900493,  0.66191751
 0.2110853642,  0.2135169804,  0.7076628208,  0.93667310,  0.93718225,  0.92868513,  0.92966956,  0.67020929,  0.67325073
 0.2056794614,  0.2125925720,  0.6771972775,  0.93523365,  0.93513155,  0.92811036,  0.92841136,  0.67719853,  0.68058771
 0.2049310207,  0.2112847865,  0.6965414882,  0.93733507,  0.93767011,  0.93005574,  0.93088609,  0.67327160,  0.67640245
 0.2041799128,  0.2107086927,  0.6715934277,  0.93639767,  0.93617219,  0.92970198,  0.92991197,  0.67918003,  0.68256789
 0.2058672458,  0.2123174518,  0.6788021922,  0.93460721,  0.93460751,  0.92815459,  0.92859691,  0.67716253,  0.68066150
 0.2034362853,  0.2095759064,  0.6959815025,  0.93665975,  0.93689483,  0.93014413,  0.93081546,  0.67413628,  0.67736775
 0.2038853616,  0.2092416584,  0.6751600504,  0.93583339,  0.93562078,  0.92877352,  0.92898983,  0.67896384,  0.68237680
 0.2034340203,  0.2093673050,  0.6916858554,  0.93688190,  0.93703866,  0.93001151,  0.93063396,  0.67503691,  0.67828321
 0.2033533305,  0.2090311795,  0.6804143786,  0.93722844,  0.93712503,  0.93027675,  0.93061417,  0.67813522,  0.68143970
 0.2036784589,  0.2096062899,  0.6793841720,  0.93621552,  0.93614060,  0.92965782,  0.93004346,  0.67799115,  0.68136096
 0.2033608854,  0.2098701149,  0.6759129763,  0.93668199,  0.93655008,  0.92983466,  0.93017006,  0.67871165,  0.68207538
 0.2049556971,  0.2075240612,  0.6869487762,  0.93816584,  0.93806660,  0.93071890,  0.93110222,  0.67748678,  0.68070120
 0.2048910558,  0.2079707384,  0.6929482222,  0.93787265,  0.93795359,  0.93054205,  0.93108833,  0.67597365,  0.67917025
 0.2026130259,  0.2089029849,  0.6758536696,  0.93564236,  0.93542308,  0.92872936,  0.92893726,  0.67918003,  0.68261057
 0.2034329921,  0.2090266645,  0.6930528879,  0.93690854,  0.93707585,  0.92987883,  0.93052566,  0.67500091,  0.67824000
 0.2038447410,  0.2089927047,  0.6747782826,  0.93680191,  0.93657839,  0.92992306,  0.93015093,  0.67943221,  0.68282008
