train_loss,test1_loss,test2_loss,train_micro,train_macro,test1_micro,test1_macro,test2_micro,test2_macro
 0.5779463053,  1.3755760193,  2.5460875034,  0.49433994,  0.49512789,  0.49261650,  0.49301776,  0.51053786,  0.51180631
 0.2612306178,  0.1786168665,  0.2395647466,  0.95317787,  0.95165652,  0.95207357,  0.95027441,  0.93644845,  0.93782604
 0.0820435658,  0.0966894999,  0.1718148738,  0.98321974,  0.98397118,  0.97944117,  0.98056328,  0.91890335,  0.91941088
 0.0525760651,  0.0381409712,  0.0734413639,  0.99976009,  0.99974191,  0.99973470,  0.99970126,  0.98295927,  0.98379546
 0.0711485595,  0.0353564583,  0.0523208492,  0.99978232,  0.99976444,  0.99991155,  0.99990004,  0.99102926,  0.99129629
 0.0430563539,  0.0252694227,  0.0734247342,  0.99997777,  0.99997902,  1.00000000,  1.00000000,  0.98068959,  0.98130822
 0.0351384468,  0.0215278566,  0.0597123168,  1.00000000,  1.00000000,  1.00000000,  1.00000000,  0.98897576,  0.98951691
 0.0279454533,  0.0218895264,  0.0572206080,  1.00000000,  1.00000000,  1.00000000,  1.00000000,  0.99023670,  0.99069965
 0.0317924023,  0.0217099767,  0.0535374433,  1.00000000,  1.00000000,  1.00000000,  1.00000000,  0.99171382,  0.99203897
 0.0270921290,  0.0225084741,  0.0500019789,  1.00000000,  1.00000000,  1.00000000,  1.00000000,  0.99275857,  0.99306971
 0.0301258918,  0.0211341064,  0.0563091524,  0.99999553,  0.99999601,  1.00000000,  1.00000000,  0.98962426,  0.99012452
 0.0385552607,  0.0241102949,  0.0539233461,  0.99995559,  0.99995995,  0.99991155,  0.99991918,  0.98958820,  0.98985636
 0.0280788429,  0.0207920931,  0.0536794551,  1.00000000,  1.00000000,  1.00000000,  1.00000000,  0.99117339,  0.99155927
 0.0599071980,  0.0277126860,  0.0882301554,  0.99985337,  0.99986690,  0.99995577,  0.99994999,  0.97186297,  0.97314721
 0.0328711942,  0.0203706305,  0.0574411005,  0.99999553,  0.99999601,  1.00000000,  1.00000000,  0.98922795,  0.98977387
 0.0267447289,  0.0207666233,  0.0523201525,  1.00000000,  1.00000000,  1.00000000,  1.00000000,  0.99203807,  0.99236822
