train_loss,test1_loss,test2_loss,train_micro,train_macro,test1_micro,test1_macro,test2_micro,test2_macro
 0.5752896070,  0.5338981152,  0.6125175953,  0.72326136,  0.72137439,  0.71681845,  0.71547264,  0.69568038,  0.69947910
 0.3384413719,  0.2806890905,  0.4882404506,  0.92121679,  0.91729933,  0.92041737,  0.91636407,  0.74258745,  0.74708110
 0.1972580254,  0.1794396937,  0.7035833597,  0.95251590,  0.95448214,  0.94606066,  0.94857126,  0.67806321,  0.68320161
 0.1445997357,  0.1398857981,  0.7454581261,  0.96623957,  0.96741223,  0.96042973,  0.96217954,  0.67964840,  0.68487281
 0.1159866825,  0.1116237342,  0.5889605880,  0.98090506,  0.98172230,  0.97608101,  0.97733796,  0.75299925,  0.75748593
 0.1027004719,  0.1004477292,  0.6188433766,  0.98672062,  0.98697102,  0.98293394,  0.98361677,  0.73765177,  0.74231821
 0.0950931534,  0.0953634977,  0.5847904086,  0.98936850,  0.98948312,  0.98576355,  0.98625946,  0.75411606,  0.75874525
 0.0905501246,  0.0893393680,  0.5965481400,  0.98967952,  0.98982024,  0.98598462,  0.98651123,  0.75202650,  0.75669456
 0.0898036659,  0.0901433155,  0.5909557939,  0.99048364,  0.99076623,  0.98647094,  0.98714757,  0.75285512,  0.75750625
 0.0878194124,  0.0885371342,  0.6278705597,  0.99006599,  0.99045247,  0.98598462,  0.98674452,  0.74208307,  0.74671161
 0.0886360705,  0.0902552083,  0.6091751456,  0.98854661,  0.98911220,  0.98350871,  0.98447573,  0.74882013,  0.75345999
 0.0866564363,  0.0870172083,  0.6122184396,  0.99125224,  0.99141115,  0.98792994,  0.98839730,  0.74827969,  0.75287831
 0.0889037028,  0.0864725336,  0.6390361786,  0.99087459,  0.99116379,  0.98722255,  0.98787212,  0.73873258,  0.74340171
 0.0857579559,  0.0874023363,  0.5949200392,  0.99123889,  0.99146897,  0.98766470,  0.98824495,  0.75350362,  0.75815684
 0.0858940929,  0.0887721106,  0.5918705463,  0.99035037,  0.99072629,  0.98602885,  0.98677117,  0.75404400,  0.75869077
 0.0859552845,  0.0867742822,  0.6037195325,  0.99091458,  0.99108672,  0.98739940,  0.98790312,  0.75152212,  0.75612932
 0.0856772065,  0.0872539952,  0.6007606387,  0.99131441,  0.99144924,  0.98806262,  0.98851132,  0.75126994,  0.75587469
 0.0849781707,  0.0876842290,  0.5818154812,  0.99106121,  0.99129397,  0.98735523,  0.98796088,  0.75797099,  0.76260376
 0.0860211998,  0.0878719911,  0.5900126100,  0.99093682,  0.99114513,  0.98722255,  0.98776889,  0.75588143,  0.76050621
 0.0866757184,  0.0887720510,  0.6113693118,  0.98954624,  0.99012578,  0.98452562,  0.98546672,  0.74705482,  0.75171137
 0.0857484192,  0.0886959955,  0.6036381125,  0.98998606,  0.99043137,  0.98567510,  0.98647630,  0.75065750,  0.75529933
 0.0849185437,  0.0863376856,  0.5923477411,  0.99141663,  0.99157608,  0.98797417,  0.98844725,  0.75483662,  0.75948673
 0.0874581113,  0.0871951655,  0.6112509370,  0.99097681,  0.99123806,  0.98726678,  0.98788083,  0.74820769,  0.75282753
 0.0863268748,  0.0884414613,  0.5840005875,  0.99076355,  0.99106330,  0.98669201,  0.98735631,  0.75717837,  0.76180911
 0.0856003687,  0.0870347619,  0.5982565284,  0.99085683,  0.99109513,  0.98731101,  0.98791033,  0.75411606,  0.75873679
 0.0860146657,  0.0869567767,  0.5772173405,  0.99108785,  0.99133044,  0.98722255,  0.98784548,  0.76038474,  0.76505250
 0.0863332376,  0.0864965394,  0.6200114489,  0.99079019,  0.99112755,  0.98686886,  0.98755604,  0.74572182,  0.75032276
 0.0869158655,  0.0872414559,  0.6041131020,  0.99066132,  0.99090713,  0.98695731,  0.98755437,  0.75195444,  0.75654465
 0.0853515416,  0.0860955343,  0.5999714136,  0.99119890,  0.99137765,  0.98779732,  0.98828989,  0.75328743,  0.75792557
 0.0863642320,  0.0886829197,  0.5943155885,  0.99020821,  0.99052888,  0.98616147,  0.98686182,  0.75526893,  0.75987631
 0.0854352415,  0.0870925784,  0.6210123897,  0.99107897,  0.99129063,  0.98784155,  0.98837996,  0.74572182,  0.75030583
 0.0861578733,  0.0881955475,  0.5970685482,  0.99066132,  0.99096787,  0.98664778,  0.98733103,  0.75253087,  0.75717008
 0.0859050527,  0.0873900726,  0.6057898998,  0.99083906,  0.99108428,  0.98726678,  0.98786205,  0.75087363,  0.75547159
 0.0866553783,  0.0863168165,  0.6076762676,  0.99072796,  0.99100447,  0.98686886,  0.98751163,  0.74990094,  0.75450402
 0.0860966891,  0.0867509246,  0.6185825467,  0.99080354,  0.99112958,  0.98686886,  0.98755777,  0.74579388,  0.75038135
 0.0862991363,  0.0864139721,  0.5915883183,  0.99208301,  0.99210507,  0.98921216,  0.98953134,  0.75429624,  0.75894904
 0.0854349360,  0.0860085785,  0.6085484028,  0.99157655,  0.99168718,  0.98850471,  0.98891163,  0.74928844,  0.75389123
 0.0859740973,  0.0874296948,  0.6083521843,  0.99054140,  0.99097353,  0.98594040,  0.98672467,  0.74809957,  0.75273395
 0.0859009624,  0.0866935328,  0.5838348269,  0.99115002,  0.99138731,  0.98731101,  0.98792171,  0.75732249,  0.76197135
 0.0859694704,  0.0865835175,  0.6013298631,  0.99142104,  0.99154687,  0.98815101,  0.98859215,  0.75227869,  0.75687182
 0.0862166584,  0.0863361284,  0.6117920876,  0.99120337,  0.99146241,  0.98762047,  0.98823047,  0.74838781,  0.75302750
 0.0855384618,  0.0856642798,  0.5995182395,  0.99158990,  0.99173880,  0.98810685,  0.98857647,  0.75231475,  0.75693661
 0.0855635703,  0.0859538242,  0.6106866002,  0.99138105,  0.99160391,  0.98792994,  0.98849064,  0.74860394,  0.75323802
 0.0855172649,  0.0876197889,  0.5993299484,  0.99117225,  0.99138957,  0.98770893,  0.98828238,  0.75188243,  0.75653863
 0.0882374644,  0.0890145004,  0.5758276582,  0.99003494,  0.99039680,  0.98594040,  0.98667324,  0.76279855,  0.76740569
 0.0863211378,  0.0897727236,  0.5821983814,  0.99033260,  0.99073410,  0.98598462,  0.98675787,  0.75869149,  0.76330680
 0.0855283067,  0.0884600580,  0.6014460921,  0.99049252,  0.99091417,  0.98607302,  0.98684466,  0.75101775,  0.75566387
 0.0855880603,  0.0872245431,  0.6004560590,  0.99100786,  0.99123037,  0.98753208,  0.98811442,  0.75148612,  0.75611055
 0.0864452869,  0.0865577683,  0.6193572879,  0.99065244,  0.99094707,  0.98678046,  0.98743963,  0.74579388,  0.75038266
 0.0858045816,  0.0867427588,  0.5979678035,  0.99111009,  0.99128968,  0.98753208,  0.98803818,  0.75231475,  0.75694948
 0.0852824077,  0.0864462778,  0.5953786969,  0.99135441,  0.99148947,  0.98801839,  0.98846889,  0.75397199,  0.75862461
 0.0882503465,  0.0875300914,  0.6452201009,  0.98947072,  0.99006319,  0.98452562,  0.98547083,  0.73830026,  0.74290967
 0.0858263150,  0.0892197788,  0.5994855165,  0.99010599,  0.99049240,  0.98602885,  0.98678041,  0.75242281,  0.75705981
 0.0861530453,  0.0865719169,  0.6025317311,  0.99148768,  0.99154592,  0.98863739,  0.98900807,  0.75094569,  0.75556153
 0.0862056464,  0.0867567733,  0.5841235518,  0.99136776,  0.99148601,  0.98806262,  0.98849338,  0.75818712,  0.76280791
 0.0856670216,  0.0881922171,  0.6098060608,  0.99056363,  0.99097478,  0.98616147,  0.98692977,  0.74806356,  0.75269157
 0.0853707492,  0.0868222490,  0.6040882468,  0.99128336,  0.99149501,  0.98779732,  0.98836815,  0.74954063,  0.75418872
 0.0851712972,  0.0862246901,  0.5971136093,  0.99184310,  0.99184531,  0.98921216,  0.98951584,  0.75260293,  0.75723803
 0.0870487466,  0.0863035992,  0.6146325469,  0.99111897,  0.99128103,  0.98784155,  0.98831820,  0.74813563,  0.75271004
 0.0849926844,  0.0865338817,  0.6010608077,  0.99130553,  0.99151242,  0.98788577,  0.98844975,  0.75101775,  0.75565058
 0.0862382650,  0.0847711787,  0.6032809615,  0.99178535,  0.99179500,  0.98894686,  0.98928392,  0.75152212,  0.75616163
 0.0858680755,  0.0870704353,  0.6058053970,  0.99097234,  0.99124724,  0.98717833,  0.98780710,  0.75047737,  0.75508368
 0.0850380063,  0.0877285600,  0.5941043496,  0.99016374,  0.99060351,  0.98585200,  0.98664302,  0.75350362,  0.75814509
 0.0864185467,  0.0863089859,  0.6079249978,  0.99094123,  0.99114090,  0.98735523,  0.98788589,  0.75058544,  0.75520486
 0.0876966342,  0.0859967172,  0.5932244658,  0.99198085,  0.99202394,  0.98916793,  0.98949695,  0.75458443,  0.75921464
 0.0862576514,  0.0885155275,  0.5803782344,  0.99074131,  0.99103856,  0.98673624,  0.98739636,  0.75851136,  0.76315063
 0.0870880559,  0.0861863866,  0.6016549468,  0.99125224,  0.99139172,  0.98797417,  0.98842967,  0.75328743,  0.75789523
 0.0881510228,  0.0866027176,  0.6318696141,  0.99075466,  0.99112219,  0.98651516,  0.98725164,  0.74150664,  0.74611455
 0.0852833912,  0.0867366493,  0.6092349887,  0.99096787,  0.99118161,  0.98735523,  0.98792011,  0.74968475,  0.75431532
 0.0855723619,  0.0870783478,  0.6048748493,  0.99071467,  0.99096739,  0.98700148,  0.98761952,  0.75163025,  0.75622106
 0.0857953727,  0.0877633914,  0.6113102436,  0.99044365,  0.99082869,  0.98620570,  0.98696178,  0.74892819,  0.75353152
 0.0859110355,  0.0869649053,  0.6147021055,  0.99055028,  0.99092424,  0.98651516,  0.98723817,  0.74781138,  0.75244021
