train_loss,test1_loss,test2_loss,train_micro,train_macro,test1_micro,test1_macro,test2_micro,test2_macro
 0.6281257868,  0.8970639110,  0.7978032827,  0.54103762,  0.54175597,  0.53846496,  0.53912157,  0.50617862,  0.50813073
 0.3716546893,  0.3702974021,  0.4562953711,  0.81499517,  0.81461674,  0.81218499,  0.81200415,  0.75173831,  0.75369167
 0.0692200437,  0.0352429487,  0.1812550724,  0.99524629,  0.99540460,  0.99465030,  0.99493366,  0.92542422,  0.92693502
 0.0765422955,  0.0087854490,  0.0660188720,  0.99987561,  0.99987149,  0.99991155,  0.99990559,  0.98454446,  0.98508596
 0.0149230752,  0.0406234227,  0.1101875603,  0.98485023,  0.98480880,  0.98487931,  0.98473769,  0.94956225,  0.95119512
 0.0088865701,  0.0060645407,  0.0517605469,  0.99997777,  0.99997675,  0.99995577,  0.99995559,  0.98544514,  0.98598188
 0.0400315262,  0.0052764025,  0.0691235140,  0.99998665,  0.99998760,  1.00000000,  1.00000000,  0.97179091,  0.97278059
 0.0098453099,  0.0054568988,  0.0521436408,  0.99997777,  0.99997967,  1.00000000,  1.00000000,  0.98630977,  0.98667860
 0.0212316178,  0.0059959227,  0.0731808990,  0.99989337,  0.99989349,  0.99995577,  0.99995559,  0.97442085,  0.97501689
 0.0085511077,  0.0053147096,  0.0511231087,  0.99995559,  0.99995917,  0.99995577,  0.99995559,  0.98580539,  0.98616934
 0.0118954964,  0.0051565715,  0.0527109243,  0.99996889,  0.99997139,  0.99995577,  0.99995559,  0.98504883,  0.98548663
 0.0111053279,  0.0051641609,  0.0494489558,  0.99997336,  0.99997538,  0.99995577,  0.99995559,  0.98652589,  0.98688877
 0.0070643188,  0.0056418101,  0.0566993989,  0.99993336,  0.99993527,  0.99995577,  0.99995559,  0.98259896,  0.98294860
 0.0154551957,  0.0054822764,  0.0641804785,  0.99990672,  0.99990940,  0.99995577,  0.99995559,  0.97953671,  0.97998786
 0.0079545695,  0.0055764308,  0.0598301180,  0.99992001,  0.99992043,  0.99995577,  0.99995559,  0.98101377,  0.98142701
 0.0261898972,  0.0050983354,  0.0441421419,  0.99998665,  0.99998701,  1.00000000,  1.00000000,  0.98836327,  0.98873621
 0.0091030579,  0.0056560724,  0.0622267686,  0.99991560,  0.99991536,  0.99991155,  0.99990559,  0.97978890,  0.98023671
 0.0069978177,  0.0054455088,  0.0559170991,  0.99994671,  0.99994844,  0.99995577,  0.99995559,  0.98331952,  0.98368764
 0.0073874192,  0.0055256537,  0.0572443306,  0.99993777,  0.99994016,  0.99995577,  0.99995559,  0.98267102,  0.98305351
 0.0128179016,  0.0054386109,  0.0564840995,  0.99994671,  0.99994832,  0.99995577,  0.99995559,  0.98292321,  0.98329592
 0.0066703879,  0.0055108191,  0.0643991157,  0.99992448,  0.99992746,  0.99995577,  0.99995559,  0.97968078,  0.98013937
 0.0257535279,  0.0051031476,  0.0479587279,  0.99998665,  0.99998701,  1.00000000,  1.00000000,  0.98580539,  0.98626858
 0.0079991342,  0.0050380551,  0.0512103066,  0.99998224,  0.99998391,  1.00000000,  1.00000000,  0.98616564,  0.98659450
 0.0194782577,  0.0059224544,  0.0748470426,  0.99983561,  0.99983495,  0.99986738,  0.99986559,  0.97384441,  0.97443855
 0.0390920341,  0.0051014898,  0.0492847301,  0.99998665,  0.99998790,  1.00000000,  1.00000000,  0.98602152,  0.98648000
 0.0412072539,  0.0052090543,  0.0472947992,  0.99998665,  0.99998790,  1.00000000,  1.00000000,  0.98771483,  0.98809791
 0.0104347719,  0.0057545882,  0.0626926348,  0.99989784,  0.99989903,  0.99995577,  0.99995559,  0.97989696,  0.98032498
 0.0205918290,  0.0050625643,  0.0482405685,  0.99998665,  0.99998701,  1.00000000,  1.00000000,  0.98627371,  0.98673546
 0.0072447313,  0.0053970292,  0.0458711125,  0.99997336,  0.99997538,  0.99995577,  0.99995559,  0.98782289,  0.98815668
 0.0090580229,  0.0056742025,  0.0542663634,  0.99992001,  0.99992120,  0.99991155,  0.99990559,  0.98364377,  0.98397404
 0.0313321054,  0.0051942230,  0.0469391160,  0.99998224,  0.99998391,  1.00000000,  1.00000000,  0.98775083,  0.98812371
 0.0077838823,  0.0051462753,  0.0470808521,  0.99998224,  0.99998391,  1.00000000,  1.00000000,  0.98749864,  0.98789328
 0.0102900201,  0.0056726360,  0.0641955808,  0.99990225,  0.99990439,  0.99995577,  0.99995559,  0.97928452,  0.97972614
 0.0198774021,  0.0055756229,  0.0635766834,  0.99989784,  0.99990046,  0.99995577,  0.99995559,  0.97953671,  0.97997248
 0.0253382735,  0.0050773523,  0.0501403809,  0.99998224,  0.99998391,  1.00000000,  1.00000000,  0.98594952,  0.98638195
 0.0103789009,  0.0052516698,  0.0500103198,  0.99997777,  0.99997979,  0.99995577,  0.99995559,  0.98638183,  0.98673230
 0.0264425389,  0.0051649725,  0.0443886928,  0.99999112,  0.99999201,  1.00000000,  1.00000000,  0.98847139,  0.98883432
 0.0071177138,  0.0052637882,  0.0489932150,  0.99997777,  0.99997979,  0.99995577,  0.99995559,  0.98677808,  0.98713380
