train_loss,test1_loss,test2_loss,train_micro,train_macro,test1_micro,test1_macro,test2_micro,test2_macro
 0.6295281053,  0.7264208198,  0.8540030718,  0.54330790,  0.54668683,  0.53399944,  0.53716457,  0.43603414,  0.43836802
 0.3510291874,  0.3066276312,  0.3688916862,  0.83011383,  0.82915998,  0.83252275,  0.83103824,  0.85470331,  0.85681695
 0.0944447666,  0.0496649481,  0.2208631635,  0.98855102,  0.98913509,  0.98885840,  0.98939341,  0.89667469,  0.89915270
 0.0505242050,  0.0321624838,  0.1160250679,  0.99801856,  0.99801123,  0.99756831,  0.99758244,  0.95759630,  0.95883149
 0.0172310956,  0.0075611249,  0.0571822859,  0.99990225,  0.99990714,  0.99991155,  0.99991387,  0.98436433,  0.98461294
 0.0079038227,  0.0047574909,  0.0276859365,  0.99998665,  0.99998778,  1.00000000,  1.00000000,  0.99837881,  0.99844813
 0.0289411694,  0.0048296405,  0.0234421305,  0.99998665,  0.99998772,  1.00000000,  1.00000000,  0.99881113,  0.99885380
 0.0066169635,  0.0050735576,  0.0267051924,  0.99997777,  0.99997908,  0.99991155,  0.99991387,  0.99942356,  0.99943566
 0.0103496984,  0.0044631460,  0.0236381609,  0.99999553,  0.99999589,  0.99991155,  0.99991387,  0.99942356,  0.99944842
 0.0069417134,  0.0044481191,  0.0250117611,  0.99998665,  0.99998772,  0.99991155,  0.99991387,  0.99956769,  0.99957854
 0.0065775788,  0.0046844538,  0.0253117662,  0.99998665,  0.99998772,  0.99991155,  0.99991387,  0.99942356,  0.99943984
 0.0067099584,  0.0043793251,  0.0226120800,  0.99999112,  0.99999177,  1.00000000,  1.00000000,  0.99963975,  0.99965000
 0.0425489917,  0.0045320531,  0.0286113303,  0.99999553,  0.99999601,  0.99995577,  0.99996001,  0.99762219,  0.99775422
 0.0529814959,  0.0050633578,  0.0291275140,  0.99997336,  0.99997336,  0.99991155,  0.99991387,  0.99931550,  0.99931943
 0.0056956010,  0.0043114126,  0.0239843484,  0.99999553,  0.99999589,  1.00000000,  1.00000000,  0.99920738,  0.99924803
 0.0441853255,  0.0044431118,  0.0302595757,  0.99999112,  0.99999177,  0.99995577,  0.99996001,  0.99744207,  0.99758095
 0.0058221580,  0.0043796971,  0.0231752153,  0.99999112,  0.99999171,  1.00000000,  1.00000000,  0.99913538,  0.99917531
 0.0068445071,  0.0043953760,  0.0225391109,  0.99999553,  0.99999589,  1.00000000,  1.00000000,  0.99920738,  0.99924803
 0.0073780818,  0.0044331192,  0.0225267243,  0.99999112,  0.99999177,  0.99995577,  0.99995834,  0.99920738,  0.99924308
 0.0465386212,  0.0052601569,  0.0297699161,  0.99996001,  0.99996042,  0.99991155,  0.99991387,  0.99888319,  0.99889064
 0.0416959301,  0.0047326828,  0.0334653147,  0.99998224,  0.99998367,  0.99995577,  0.99996001,  0.99592894,  0.99615806
 0.0382246152,  0.0045142551,  0.0245465953,  0.99998665,  0.99998772,  0.99991155,  0.99991387,  0.99960369,  0.99960828
 0.0294403099,  0.0044634650,  0.0265081637,  1.00000000,  1.00000000,  1.00000000,  1.00000000,  0.99787444,  0.99799633
 0.0127530601,  0.0041203308,  0.0241975449,  1.00000000,  1.00000000,  1.00000000,  1.00000000,  0.99866700,  0.99874049
 0.0057798461,  0.0043133637,  0.0238285679,  0.99998665,  0.99998772,  0.99995577,  0.99995559,  0.99909931,  0.99914199
 0.0141800717,  0.0042028823,  0.0229862332,  0.99999553,  0.99999589,  1.00000000,  1.00000000,  0.99902725,  0.99907613
 0.0339176655,  0.0042821355,  0.0268100016,  1.00000000,  1.00000000,  1.00000000,  1.00000000,  0.99801850,  0.99813020
 0.0370524786,  0.0041660494,  0.0275923982,  0.99999553,  0.99999601,  0.99995577,  0.99996001,  0.99798250,  0.99809319
 0.0105275586,  0.0042611076,  0.0229325332,  0.99998665,  0.99998772,  0.99991155,  0.99991387,  0.99917138,  0.99920863
 0.0059770918,  0.0044321804,  0.0228129663,  0.99999112,  0.99999171,  0.99991155,  0.99991387,  0.99949563,  0.99951440
 0.0101645868,  0.0042012502,  0.0267822668,  1.00000000,  1.00000000,  1.00000000,  1.00000000,  0.99783838,  0.99796057
 0.0067966939,  0.0046740575,  0.0240324158,  0.99998665,  0.99998772,  0.99991155,  0.99991387,  0.99949563,  0.99950707
 0.0130450726,  0.0043616206,  0.0298448037,  0.99999553,  0.99999601,  1.00000000,  1.00000000,  0.99690169,  0.99707764
 0.0077396845,  0.0045035500,  0.0244632810,  0.99998665,  0.99998772,  0.99991155,  0.99991387,  0.99953163,  0.99954277
 0.0071381787,  0.0041358825,  0.0234711748,  0.99999553,  0.99999589,  1.00000000,  1.00000000,  0.99899125,  0.99904460
 0.0065854518,  0.0041195336,  0.0231686477,  1.00000000,  1.00000000,  1.00000000,  1.00000000,  0.99924344,  0.99928308
 0.0075377808,  0.0048021167,  0.0267678201,  0.99997777,  0.99997878,  0.99991155,  0.99991387,  0.99924344,  0.99925464
 0.0352197178,  0.0045197867,  0.0250580683,  0.99998665,  0.99998772,  0.99991155,  0.99991387,  0.99938756,  0.99940419
 0.0382601433,  0.0042889211,  0.0304244068,  0.99999112,  0.99999177,  0.99995577,  0.99996001,  0.99697375,  0.99714065
 0.0155132562,  0.0042916522,  0.0235831067,  0.99998665,  0.99998778,  0.99991155,  0.99991387,  0.99913538,  0.99917531
 0.0072263181,  0.0043096421,  0.0235267840,  0.99999553,  0.99999589,  1.00000000,  1.00000000,  0.99888319,  0.99894172
 0.0057543153,  0.0042211511,  0.0241687167,  1.00000000,  1.00000000,  1.00000000,  1.00000000,  0.99873906,  0.99880838
 0.0073907226,  0.0041242638,  0.0252635013,  1.00000000,  1.00000000,  1.00000000,  1.00000000,  0.99866700,  0.99874002
 0.0053587807,  0.0043190634,  0.0229692999,  0.99999553,  0.99999589,  1.00000000,  1.00000000,  0.99917138,  0.99921167
 0.0093328580,  0.0042518009,  0.0223626886,  0.99999112,  0.99999171,  0.99995577,  0.99995834,  0.99917138,  0.99920976
 0.0100850360,  0.0045392443,  0.0238828305,  0.99998665,  0.99998772,  0.99991155,  0.99991387,  0.99917138,  0.99920362
 0.0245624539,  0.0048639080,  0.0261350702,  0.99997336,  0.99997324,  0.99991155,  0.99991387,  0.99949563,  0.99950242
 0.0353720263,  0.0045992280,  0.0299147815,  0.99999553,  0.99999601,  1.00000000,  1.00000000,  0.99697375,  0.99714738
 0.0267503019,  0.0047660670,  0.0245604664,  0.99998224,  0.99998331,  0.99991155,  0.99991387,  0.99953163,  0.99953800
 0.0086100772,  0.0041956143,  0.0250407923,  1.00000000,  1.00000000,  1.00000000,  1.00000000,  0.99852288,  0.99860442
 0.0262432005,  0.0041488498,  0.0256343707,  1.00000000,  1.00000000,  1.00000000,  1.00000000,  0.99827069,  0.99836570
 0.0337012783,  0.0046560275,  0.0248978976,  0.99998665,  0.99998772,  0.99991155,  0.99991387,  0.99956769,  0.99957311
 0.0180688053,  0.0041309851,  0.0255002137,  1.00000000,  1.00000000,  1.00000000,  1.00000000,  0.99830675,  0.99839723
 0.0060948422,  0.0044121956,  0.0238574836,  0.99998665,  0.99998772,  0.99991155,  0.99991387,  0.99927944,  0.99931204
 0.0247644018,  0.0041462830,  0.0233609471,  1.00000000,  1.00000000,  1.00000000,  1.00000000,  0.99877506,  0.99884176
 0.0478076413,  0.0047380887,  0.0330736190,  0.99998224,  0.99998367,  0.99995577,  0.99996001,  0.99621719,  0.99642515
 0.0058490797,  0.0042396761,  0.0254823193,  1.00000000,  1.00000000,  1.00000000,  1.00000000,  0.99845082,  0.99853635
 0.0057752458,  0.0044441852,  0.0228574574,  0.99999553,  0.99999583,  0.99995577,  0.99995834,  0.99917138,  0.99921167
 0.0081065511,  0.0041659167,  0.0236964189,  1.00000000,  1.00000000,  1.00000000,  1.00000000,  0.99881113,  0.99887556
 0.0058453176,  0.0046666563,  0.0236001033,  0.99998665,  0.99998778,  0.99991155,  0.99991387,  0.99953163,  0.99954277
 0.0119604897,  0.0044415407,  0.0250422861,  0.99998665,  0.99998772,  0.99991155,  0.99991387,  0.99942356,  0.99943751
 0.0445195362,  0.0050908625,  0.0298001040,  0.99996889,  0.99996883,  0.99991155,  0.99991387,  0.99891919,  0.99893093
 0.0067369989,  0.0043085678,  0.0227341112,  0.99999112,  0.99999177,  1.00000000,  1.00000000,  0.99927944,  0.99931204
 0.0092884041,  0.0046030441,  0.0240766499,  0.99998665,  0.99998772,  0.99991155,  0.99991387,  0.99942356,  0.99944162
 0.0264373962,  0.0040622749,  0.0252885874,  1.00000000,  1.00000000,  1.00000000,  1.00000000,  0.99827069,  0.99836212
 0.0129087446,  0.0046233507,  0.0272935778,  0.99997777,  0.99997890,  0.99991155,  0.99991387,  0.99920738,  0.99921787
 0.0279681422,  0.0044709207,  0.0314867273,  0.99999553,  0.99999601,  1.00000000,  1.00000000,  0.99661344,  0.99680918
 0.0524107516,  0.0067761303,  0.0444420725,  0.99987113,  0.99986887,  0.99986738,  0.99986947,  0.99437982,  0.99442345
 0.0432609841,  0.0042774980,  0.0278909635,  0.99999553,  0.99999601,  1.00000000,  1.00000000,  0.99755019,  0.99768579
 0.0057877884,  0.0042388719,  0.0241437461,  1.00000000,  1.00000000,  1.00000000,  1.00000000,  0.99870300,  0.99877447
 0.0329412743,  0.0047541526,  0.0268199462,  0.99998665,  0.99998772,  0.99991155,  0.99991387,  0.99942356,  0.99943393
 0.0089446064,  0.0041784206,  0.0233555716,  0.99999553,  0.99999589,  1.00000000,  1.00000000,  0.99917138,  0.99921471
 0.0062355041,  0.0042287908,  0.0246407464,  0.99999553,  0.99999589,  1.00000000,  1.00000000,  0.99888319,  0.99894279
 0.0069522695,  0.0042963368,  0.0238270890,  0.99998665,  0.99998772,  0.99991155,  0.99991387,  0.99913538,  0.99917531
 0.0073211221,  0.0041300147,  0.0252418537,  1.00000000,  1.00000000,  1.00000000,  1.00000000,  0.99877506,  0.99884057
 0.0428196602,  0.0043813558,  0.0277507901,  0.99999553,  0.99999601,  1.00000000,  1.00000000,  0.99729800,  0.99744958
 0.0058367285,  0.0042179096,  0.0237661805,  0.99999553,  0.99999583,  1.00000000,  1.00000000,  0.99891919,  0.99897677
 0.0136521561,  0.0043833987,  0.0237471499,  0.99998665,  0.99998772,  0.99991155,  0.99991387,  0.99924344,  0.99927270
 0.0074793897,  0.0045807548,  0.0239530113,  0.99998665,  0.99998772,  0.99991155,  0.99991387,  0.99924344,  0.99927270
 0.0062846979,  0.0041437764,  0.0245801806,  1.00000000,  1.00000000,  1.00000000,  1.00000000,  0.99891919,  0.99897850
 0.0068978430,  0.0044985488,  0.0235004481,  0.99998665,  0.99998772,  0.99991155,  0.99991387,  0.99935150,  0.99936903
 0.0086683426,  0.0045408532,  0.0246675592,  0.99998665,  0.99998772,  0.99991155,  0.99991387,  0.99913538,  0.99916798
 0.0065247631,  0.0042795315,  0.0243629217,  1.00000000,  1.00000000,  1.00000000,  1.00000000,  0.99881113,  0.99887675
 0.0087798191,  0.0044926628,  0.0234731734,  0.99998665,  0.99998772,  0.99991155,  0.99991387,  0.99913538,  0.99917531
 0.0071176379,  0.0045513706,  0.0242257565,  0.99998224,  0.99998319,  0.99991155,  0.99991387,  0.99942356,  0.99943686
 0.0228805132,  0.0044753957,  0.0264674276,  0.99999553,  0.99999601,  1.00000000,  1.00000000,  0.99776632,  0.99789518
 0.0479598269,  0.0049361419,  0.0279145073,  0.99997336,  0.99997336,  0.99991155,  0.99991387,  0.99935150,  0.99936056
 0.0547329262,  0.0051242947,  0.0285410080,  0.99996001,  0.99996054,  0.99991155,  0.99991387,  0.99917138,  0.99917620
 0.0081440900,  0.0042655291,  0.0243154075,  0.99999112,  0.99999177,  1.00000000,  1.00000000,  0.99888319,  0.99893558
 0.0079619680,  0.0046181316,  0.0247593448,  0.99998665,  0.99998778,  0.99991155,  0.99991387,  0.99935150,  0.99936664
 0.0422471613,  0.0043305508,  0.0291302577,  0.99999553,  0.99999601,  0.99995577,  0.99996001,  0.99755019,  0.99768811
 0.0252658762,  0.0042712465,  0.0246215332,  0.99998665,  0.99998778,  0.99991155,  0.99991387,  0.99931550,  0.99934429
 0.0136275617,  0.0047888299,  0.0262488760,  0.99997777,  0.99997890,  0.99991155,  0.99991387,  0.99927944,  0.99929404
 0.0191034805,  0.0042485083,  0.0261808261,  1.00000000,  1.00000000,  1.00000000,  1.00000000,  0.99805456,  0.99816352
 0.0089042122,  0.0042536408,  0.0255065840,  1.00000000,  1.00000000,  1.00000000,  1.00000000,  0.99823469,  0.99833292
 0.0062598726,  0.0045635416,  0.0238547344,  0.99998665,  0.99998772,  0.99991155,  0.99991387,  0.99938756,  0.99940592
 0.0102935964,  0.0040762136,  0.0254771765,  1.00000000,  1.00000000,  1.00000000,  1.00000000,  0.99870300,  0.99877393
 0.0077571706,  0.0041829483,  0.0240350906,  1.00000000,  1.00000000,  1.00000000,  1.00000000,  0.99870300,  0.99877328
 0.0067589073,  0.0041261720,  0.0246737655,  1.00000000,  1.00000000,  1.00000000,  1.00000000,  0.99848688,  0.99857163
 0.0069704591,  0.0043878597,  0.0229326133,  1.00000000,  1.00000000,  1.00000000,  1.00000000,  0.99902725,  0.99907613
